fecha,numero,tipo_anexo,estado,cant_dphs,financiador_sigla,financiador_nombre,importe_total
2021-01-05,14750,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,120791.00
2021-01-05,14751,Ambulatorio,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,153734.00
2021-01-05,14752,Ambulatorio,Facturado,1.0,OSPSA,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,10981.00
2021-01-05,14753,Ambulatorio,Facturado,1.0,OSPACP,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,109810.00
2021-01-05,14754,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",54905.00
2021-01-05,14755,Ambulatorio,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,43924.00
2021-01-05,14756,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",32943.00
2021-01-05,14757,Ambulatorio,Facturado,1.0,APROSS CORDOBA,ADMINISTRACION PROVINCIAL DEL SEGURO DE SALUD APROSS CORDOBA,21962.00
2021-01-05,14758,Ambulatorio,Facturado,1.0,OSPERSAAMS,OBRA SOCIAL DEL PERSONAL ASOCIADO A LA ASOCIACION MUTUAL SANCOR,43924.00
2021-01-05,14759,Internacion,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,13956.00
2021-01-05,14760,Internacion,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,20669.00
2021-01-05,14761,Ambulatorio,Facturado,1.0,OS SERENOS BUQU,OBRA SOCIAL DE SERENOS DE BUQUES,32943.00
2021-01-05,14762,Internacion,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,19267.00
2021-01-05,14763,Ambulatorio,Facturado,1.0,ASE,OBRA SOCIAL DEL PERSONAL DE DIRECCION  ACCION SOCIAL DE EMPRESARIOS (A:S:E.),21962.00
2021-01-05,14764,Ambulatorio,Facturado,1.0,OSAMOC,OBRA SOCIAL ASOCIACION MUTUAL DE LOS OBREROS CATOLICOS PADRE FEDERICO GROTE,10981.00
2021-01-05,14765,Ambulatorio,Facturado,1.0,OSPETAX,OBRA SOCIAL DE PEONES DE TAXIS DE CAPITAL FEDERAL,21962.00
2021-01-05,14766,Ambulatorio,Facturado,1.0,OSMATA,OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DEL TRANSPORTE AUTOMOTOR,21962.00
2021-01-05,14767,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,24164.00
2021-01-05,14768,Ambulatorio,Facturado,1.0,OSETYA,OBRA SOCIAL DE EMPLEADOS TEXTILES Y AFINES,32943.00
2021-01-05,14769,Ambulatorio,Facturado,1.0,OSPESGYPE,"OBRA SOCIAL DEL PERSONAL DE ESTACIONES DE SERVICIO, GARAGES, PLAYAS DE ESTACIONAMIENTO Y LAVADEROS AUTOMATICOS",21962.00
2021-01-05,14770,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,928758.72
2021-01-05,14771,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,103684.36
2021-01-05,14772,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,1171141.91
2021-01-06,14773,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",10981.00
2021-01-06,14774,Ambulatorio,Facturado,1.0,OS COMIS NAVALE,OBRA SOCIAL DE COMISARIOS NAVALES,10981.00
2021-01-06,14775,Ambulatorio,Facturado,1.0,OSPEP,OBRA SOCIAL DEL PERSONAL DE LA ENSEÑANZA PRIVADA,10981.00
2021-01-06,14776,Ambulatorio,Facturado,1.0,UOM,OBRA SOCIAL DE LA UNION OBRERA METALURGICA DE LA REPUBLICA ARGENTINA,10981.00
2021-01-06,14777,Ambulatorio,Facturado,1.0,OSDO,OBRA SOCIAL DE DIRECCION OSDO,10981.00
2021-01-06,14778,Ambulatorio,Facturado,1.0,OSEMM,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE,10981.00
2021-01-06,14779,Ambulatorio,Facturado,1.0,OSPSIP,"OBRA SOCIAL DEL PERSONAL DE SEGURIDAD COMERCIAL, INDUSTRIAL E INVESTIGACIONES PRIVADAS",10981.00
2021-01-06,14780,Ambulatorio,Facturado,1.0,OSALARA,OBRA SOCIAL AGENTES DE LOTERIAS Y AFINES DE LA REPUBLICA ARGENTINA,10981.00
2021-01-06,14781,Ambulatorio,Facturado,1.0,OSPADEP,OBRA SOCIAL DEL PERSONAL DE AERONAVEGACION DE ENTES PRIVADOS,10981.00
2021-01-06,14782,Ambulatorio,Facturado,1.0,OSPACA(CERVECER,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD CERVECERA Y AFINES,10981.00
2021-01-06,14783,Ambulatorio,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",10981.00
2021-01-06,14784,Ambulatorio,Facturado,1.0,UTA,OBRA SOCIAL CONDUCTORES DE TRANSPORTE DE COLECTIVOS DE PASAJEROS,10981.00
2021-01-06,14785,Ambulatorio,Facturado,1.0,OSPEP,OBRA SOCIAL DEL PERSONAL DE PANADERIAS,10981.00
2021-01-06,14786,Ambulatorio,Facturado,1.0,OSUCI,OBRA SOCIAL DE LOS CORTADORES DE LA INDUMENTARIA,10981.00
2021-01-06,14787,Internacion,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,95582.73
2021-01-06,14788,Internacion,Facturado,1.0,OSAMOC,OBRA SOCIAL ASOCIACION MUTUAL DE LOS OBREROS CATOLICOS PADRE FEDERICO GROTE,99215.53
2021-01-06,14789,Internacion,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,42183.00
2021-01-06,14790,Internacion,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,11458.00
2021-01-06,14791,Internacion,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",20669.00
2021-01-06,14792,Ambulatorio,Facturado,1.0,OSUCI,OBRA SOCIAL DE LOS CORTADORES DE LA INDUMENTARIA,10981.00
2021-01-06,14793,Internacion,Facturado,13.0,FACOEP INCLUIR ,FACOEP INCLUIR SALUD,257846.04
2021-01-06,14794,Internacion,Facturado,1.0,OSPIF,"OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL FOSFORO, ENCENDIDO Y AFINES",133847.00
2021-01-06,14795,Internacion,Facturado,1.0,OSCAPBAQFLU,OBRA SOCIAL DE CAPITANES BAQUEANOS FLUVIALES DE LA MARINA MERCANTE,79672.23
2021-01-06,14796,Internacion,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,12197.00
2021-01-06,14797,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,1208823.11
2021-01-06,14798,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,410996.76
2021-01-07,14799,Ambulatorio,Facturado,1.0,OS LEGISLADORES,OBRA SOCIAL DE LOS LEGISLADORES DE LA REPUBLICA ARGENTINA,10981.00
2021-01-07,14800,Ambulatorio,Facturado,1.0,GOODYEAR,OBRA SOCIAL DE EMPLEADOS Y PERSONAL JERARQUICO DE LA ACTIVIDAD DEL NEUMATICO ARGENTINO DE NEUMATICOS GOODYEAR SRL,10981.00
2021-01-07,14801,Ambulatorio,Facturado,1.0,OSPADEP,OBRA SOCIAL DEL PERSONAL DE AERONAVEGACION DE ENTES PRIVADOS,10981.00
2021-01-07,14802,Ambulatorio,Facturado,1.0,OSADEF,OBRA SOCIAL DE LAS ASOCIACIONES DE EMPLEADOS DE FARMACIA,10981.00
2021-01-07,14803,Ambulatorio,Facturado,1.0,OSETSRA,OBRA SOCIAL DE OBREROS Y EMPLEADOS TINTOREROS SOMBREREROS Y LAVADEROS DE LA REPUBLICA ARGENTINA.,10981.00
2021-01-07,14804,Ambulatorio,Facturado,1.0,OSPEC,OBRA SOCIAL DEL PERSONAL DE LA EMPRESA NACIONAL DE CORREOS Y TELEGRAFOS S.A. Y DE LAS COMUNICACIONES DE LA REP. ARG.,10981.00
2021-01-07,14805,Ambulatorio,Facturado,1.0,IOMA,INSTITUTO DE OBRA MEDICO ASISTENCIAL,10981.00
2021-01-07,14806,Ambulatorio,Facturado,1.0,OSPEDYC,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y CIVILES,10981.00
2021-01-07,14807,Ambulatorio,Facturado,1.0,OSPPEA,"OBRA SOCIAL DEL PERSONAL DE PELUQUERIAS, ESTETICAS Y AFINES",10981.00
2021-01-07,14808,Ambulatorio,Facturado,1.0,OSETSRA,OBRA SOCIAL DE OBREROS Y EMPLEADOS TINTOREROS SOMBREREROS Y LAVADEROS DE LA REPUBLICA ARGENTINA.,10981.00
2021-01-07,14809,Ambulatorio,Facturado,1.0, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,10981.00
2021-01-07,14810,Ambulatorio,Facturado,1.0,OSIM,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUSTRIA METALURGICA Y DEMAS ACTIVIDADES EMPRESARIAS,10981.00
2021-01-07,14811,Ambulatorio,Facturado,1.0,OS BARRACAS LAN,"OBRA SOCIAL DEL PERSONAL DE BARRACAS DE LANAS, CUEROS Y ANEXOS",10981.00
2021-01-07,14812,Ambulatorio,Facturado,1.0,OSEN,OBRA SOCIAL ELECTRICISTAS NAVALES,10981.00
2021-01-07,14813,Ambulatorio,Facturado,1.0,OSPIM(MOLINERA),OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA,10981.00
2021-01-07,14814,Ambulatorio,Facturado,1.0,OSPESA,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES Y AFINES,10981.00
2021-01-07,14815,Ambulatorio,Facturado,1.0,FEDECAMARAS,OBRA SOCIAL DE LA FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALES DE LA REPUBLICA ARGENTINA (FEDECAMARAS),10981.00
2021-01-07,14816,Ambulatorio,Facturado,1.0,AMPJBON,ASOCIACION MUTUAL DEL PERSONAL JERARQUICO DE BANCOS OFICIALES NACIONALES,10981.00
2021-01-07,14817,Ambulatorio,Facturado,1.0,OSPE,OBRA SOCIAL DE PETROLEROS,10981.00
2021-01-07,14818,Ambulatorio,Facturado,1.0,OSEDEIV,OBRA SOCIAL DEL PERSONAL DE LA DIRECCION DE LA INDUSTRIA VITIVINICOLA Y AFINES,10981.00
2021-01-07,14819,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,408078.00
2021-01-07,14820,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,514270.92
2021-01-07,14821,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,186677.00
2021-01-07,14822,Ambulatorio,Facturado,1.0,OSPSA,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,65886.00
2021-01-07,14823,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",32943.00
2021-01-07,14824,Ambulatorio,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,54905.00
2021-01-07,14825,Ambulatorio,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",55266.00
2021-01-07,14826,Ambulatorio,Facturado,1.0,OSPRERA,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA,21962.00
2021-01-07,14827,Ambulatorio,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,54905.00
2021-01-07,14828,Ambulatorio,Facturado,1.0,OSPCN / ACCORD,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PERSONAL CIVIL DE LA NACION,54905.00
2021-01-07,14829,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,76867.00
2021-01-07,14830,Internacion,Facturado,1.0,OSAMOC,OBRA SOCIAL ASOCIACION MUTUAL DE LOS OBREROS CATOLICOS PADRE FEDERICO GROTE,101514.00
2021-01-08,14831,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,142995.60
2021-01-08,14832,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,113265.53
2021-01-08,14833,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,33529.00
2021-01-08,14834,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,95695.76
2021-01-08,14835,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,47195.24
2021-01-11,14836,Oficio Judicial,Facturado,1.0,OFICIOS JUDICIA,OFICIOS JUDICIALES,5882.00
2021-01-11,14837,Oficio Judicial,Facturado,1.0,OFICIOS JUDICIA,OFICIOS JUDICIALES,3084.00
2021-01-11,14838,Oficio Judicial,Facturado,1.0,OFICIOS JUDICIA,OFICIOS JUDICIALES,2815.00
2021-01-11,14839,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,104486.40
2021-01-11,14840,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,173412.00
2021-01-11,14841,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,31412.00
2021-01-11,14842,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,15884.00
2021-01-11,14843,Ambulatorio,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,54905.00
2021-01-11,14844,Ambulatorio,Facturado,1.0,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,43924.00
2021-01-11,14845,Ambulatorio,Facturado,1.0,OSCHOCA,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES,32162.24
2021-01-11,14846,Ambulatorio,Facturado,1.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",36727.24
2021-01-11,14847,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,32943.00
2021-01-11,14848,Ambulatorio,Facturado,1.0,OSPSA,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,32943.00
2021-01-11,14849,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",10981.00
2021-01-11,14850,Ambulatorio,Facturado,1.0,OSPCN / ACCORD,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PERSONAL CIVIL DE LA NACION,91894.93
2021-01-11,14851,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,109029.24
2021-01-11,14852,Ambulatorio,Facturado,1.0,IOMA,INSTITUTO DE OBRA MEDICO ASISTENCIAL,54124.24
2021-01-11,14853,Ambulatorio,Facturado,1.0,OSPIM(MOLINERA),OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA,32943.00
2021-01-11,14854,Ambulatorio,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,98048.24
2021-01-11,14855,Ambulatorio,Facturado,1.0, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,43924.00
2021-01-11,14856,Ambulatorio,Facturado,1.0,OSPEP,OBRA SOCIAL DEL PERSONAL DE PANADERIAS,10981.00
2021-01-11,14857,Ambulatorio,Facturado,1.0, OSPACA,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENTINO,10981.00
2021-01-12,14858,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,40632.66
2021-01-12,14859,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,52580.00
2021-01-12,14860,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,749084.64
2021-01-12,14861,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,22611.36
2021-01-12,14862,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,33358.92
2021-01-12,14863,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,66432.00
2021-01-12,14864,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,36408.46
2021-01-12,14865,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,92653.72
2021-01-12,14866,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,13956.00
2021-01-12,14867,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,20669.00
2021-01-12,14868,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,108843.00
2021-01-12,14869,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,55590.22
2021-01-12,14870,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,1093155.99
2021-01-12,14871,Internacion,Facturado,1.0,INSSJP,Instituto Nacional de Seguridad Social para Jubilados y Pensionados,18522.00
2021-01-12,14872,Internacion,Facturado,1.0,FACOEP PAMI,FACOEP PAMI,739667.40
2021-01-12,14873,Ambulatorio,Facturado,1.0,OSPSA,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,32943.00
2021-01-12,14874,Ambulatorio,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,76867.00
2021-01-12,14875,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,98829.00
2021-01-12,14876,Ambulatorio,Facturado,1.0,OSPCN / ACCORD,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PERSONAL CIVIL DE LA NACION,131772.00
2021-01-13,14877,Ambulatorio,Baja,,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,125356.00
2021-01-13,14878,Ambulatorio,Facturado,1.0,OBSBA,OBRA SOCIAL DE LA CIUDAD DE BUENOS AIRES,125356.00
2021-01-13,14879,Ambulatorio,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,197658.00
2021-01-13,14880,Ambulatorio,Facturado,1.0,OSCEARA,OBRA SOCIAL DE LA CAMARA DE EMPRESARIOS DE AGENCIAS DE REMISES DE ARGENTINA,21962.00
2021-01-13,14881,Ambulatorio,Facturado,1.0,APOS,ADMINISTRACION PROVINCIAL DE OBRAS SOCIALES DE LA RIOJA,10981.00
2021-01-13,14882,Ambulatorio,Facturado,1.0,OSPICA,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CUERO Y AFINES,10981.00
2021-01-13,14883,Ambulatorio,Facturado,1.0,OSPACA(CERVECER,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD CERVECERA Y AFINES,21962.00
2021-01-13,14884,Ambulatorio,Facturado,1.0,OSRJA,OBRA SOCIAL DE RELOJEROS Y JOYEROS,21962.00
2021-01-13,14885,Ambulatorio,Facturado,1.0,OSPILM,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LADRILLERA A MAQUINA,21962.00
2021-01-13,14886,Ambulatorio,Facturado,1.0,OSBA,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS,32943.00
2021-01-13,14887,Ambulatorio,Facturado,1.0,OSUTHGRA,"OBRA SOCIAL DEL PERSONAL DEL TURISMO, HOTELERO Y GASTRONOMICO DE LA UNION  DE TRABAJADORES  DEL TURISMO HOTELEROS Y GASTRONOMICOS DE LA REPUBLICA  ARGENTINA",32943.00
2021-01-13,14888,Ambulatorio,Facturado,1.0,OSPEDYC,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y CIVILES,21962.00
2021-01-13,14889,Ambulatorio,Facturado,1.0,OSPACP,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,43924.00
2021-01-13,14890,Ambulatorio,Facturado,1.0,O.S.P.M.,OBRA SOCIAL PROGRAMAS MEDICOS SOCIEDAD ARGENTINA DE CONSULTORIA MUTUAL,21962.00
2021-01-13,14891,Ambulatorio,Facturado,1.0,OSDEPYM,"OBRA SOCIAL DE EMPRESARIOS, PROFESIONALES Y MONOTRIBUTISTAS",21962.00
2021-01-13,14892,Ambulatorio,Facturado,1.0,GOODYEAR,OBRA SOCIAL DE EMPLEADOS Y PERSONAL JERARQUICO DE LA ACTIVIDAD DEL NEUMATICO ARGENTINO DE NEUMATICOS GOODYEAR SRL,43924.00
2021-01-13,14893,Ambulatorio,Facturado,1.0,OS COMIS NAVALE,OBRA SOCIAL DE COMISARIOS NAVALES,43924.00
2021-01-13,14894,Ambulatorio,Facturado,1.0,ASE,OBRA SOCIAL DEL PERSONAL DE DIRECCION  ACCION SOCIAL DE EMPRESARIOS (A:S:E.),21962.00
2021-01-13,14895,Ambulatorio,Facturado,1.0,OSPLAD,OBRA SOCIAL PARA LA ACTIVIDAD DOCENTE,32943.00
2021-01-13,14896,Ambulatorio,Facturado,1.0,OSPSIP,"OBRA SOCIAL DEL PERSONAL DE SEGURIDAD COMERCIAL, INDUSTRIAL E INVESTIGACIONES PRIVADAS",21962.00
2021-01-13,14897,Ambulatorio,Facturado,1.0,OSPM,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA,43924.00
2021-01-13,14898,Ambulatorio,Facturado,1.0,OSMMEDT,"OBRA SOCIAL DE MANDOS, MEDIOS DE TELECOMUNICACIONES EN LA REPUBLICA  ARGENTINA Y MERCOSUR.",32943.00
2021-01-13,14899,Ambulatorio,Facturado,1.0,OSTVLA,OBRA SOCIAL DE TECNICOS DE VUELO DE LINEAS AEREAS,21962.00
2021-01-13,14900,Internacion,Facturado,1.0,OSPLAD,OBRA SOCIAL PARA LA ACTIVIDAD DOCENTE,1163489.42
2021-01-13,14901,Ambulatorio,Facturado,1.0,OSPESA,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES Y AFINES,32943.00
2021-01-13,14902,Ambulatorio,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,43924.00
2021-01-13,14903,Internacion,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,24948.00
2021-01-13,14904,Internacion,Baja,,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,51216.72
2021-01-13,14905,Internacion,Baja,,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,51216.72
2021-01-13,14906,Internacion,Facturado,1.0,OSECAC,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,51216.72
2021-01-13,14907,Internacion,Facturado,1.0,OSAMOC,OBRA SOCIAL ASOCIACION MUTUAL DE LOS OBREROS CATOLICOS PADRE FEDERICO GROTE,75684.96
2021-01-13,14908,Internacion,Facturado,1.0,OSPIV VESTIDO,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL VESTIDO Y AFINES,67656.31
2021-01-13,14909,Internacion,Facturado,2.0,OSPEP,OBRA SOCIAL DEL PERSONAL DE PANADERIAS,191953.00
2021-01-13,14910,Internacion,Facturado,2.0,OSTPCHPYARA,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, PIZZEROS , HELADEROS Y ALFAJOREROS DE LA REPUBLICA ARGENTINA - ELEVAR",164255.31
2021-01-14,14911,Ambulatorio,Facturado,1.0, OSPOCE,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL EXTERNO,43924.00
2021-01-14,14912,Ambulatorio,Facturado,1.0,OSPSA,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,21962.00
2021-01-14,14913,Ambulatorio,Facturado,1.0,OSPERSAAMS,OBRA SOCIAL DEL PERSONAL ASOCIADO A LA ASOCIACION MUTUAL SANCOR,21962.00
2021-01-14,14914,Ambulatorio,Facturado,1.0,OS COMIS NAVALE,OBRA SOCIAL DE COMISARIOS NAVALES,21962.00
2021-01-14,14915,Ambulatorio,Facturado,1.0,OSPERYH,OBRA SOCIAL DEL PERSONAL DE EDIFICIOS DE RENTA Y HORIZONTAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES Y GRAN BUENOS AIRES,10981.00
2021-01-14,14916,Ambulatorio,Facturado,1.0,OSPEDYC,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y CIVILES,21962.00
2021-01-14,14917,Ambulatorio,Facturado,1.0,OSMEDICA,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES,54905.00
2021-01-14,14918,Ambulatorio,Facturado,1.0,OSDE,OBRA SOCIAL DE EJECUTIVOS Y DEL PERSONAL DE DIRECCION DE EMPRESAS,10981.00
2021-01-14,14919,Ambulatorio,Facturado,1.0,OSPECON,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,21962.00
