,cliente_id,cliente,fecha_minima,fecha_maxima,importe_cliente,importe_total,porcentaje_cliente,porcentaje_acumulado,Categoria
166,667,VISITAR SRL                                       ,2021-08-01,2022-07-31,4845432.550000000,12504000454.969999313,0.0388,97.2535999999999,2
167,312,OBRA SOCIAL DE ARBITROS DEPORTIVOS DE LA REPUBLICA,2021-08-01,2022-07-31,4599900.550000000,12504000454.969999313,0.0368,97.2903999999999,2
168,1117,ENSALUD S.A.                                      ,2021-08-01,2022-07-31,4561614.340000000,12504000454.969999313,0.0365,97.32689999999991,2
169,975,COBENSIL S.A. (COBERMED)                          ,2021-08-01,2022-07-31,4484811.880000000,12504000454.969999313,0.0359,97.36279999999991,2
170,541,INSTITUTO PROV. DEL SEGURO DE SALUD  RIO NEGRO    ,2021-08-01,2022-07-31,4466842.930000000,12504000454.969999313,0.0357,97.39849999999991,2
171,199,O. S. DEL PERSONAL DE LA IND. CINEMATOGRAFICA     ,2021-08-01,2022-07-31,4457736.310000000,12504000454.969999313,0.0357,97.43419999999992,2
172,617,O. S. DEL PERS. DE DIRECC. DE LA IND. DEL PETROLEO,2021-08-01,2022-07-31,4421716.780000000,12504000454.969999313,0.0354,97.46959999999991,2
173,414,O.S. DEL PERS. DE TELECOMUNIC. SINDICATO BS. AS.  ,2021-08-01,2022-07-31,4332611.420000000,12504000454.969999313,0.0346,97.50419999999991,2
174,447,OBRA SOCIAL DE FUTBOLISTAS                        ,2021-08-01,2022-07-31,4285486.190000000,12504000454.969999313,0.0343,97.53849999999991,2
175,1174,SENDEROS                                          ,2021-08-01,2022-07-31,4282780.240000000,12504000454.969999313,0.0343,97.57279999999992,2
176,517,OBRA SOCIAL DEL PERSONAL DE LA PUBLICIDAD         ,2021-08-01,2022-07-31,4215484.400000000,12504000454.969999313,0.0337,97.60649999999991,2
177,502,OBRA SOCIAL DE YACIMIENTOS CARBONIFEROS           ,2021-08-01,2022-07-31,4209020.420000000,12504000454.969999313,0.0337,97.64019999999991,2
178,902,MINISTERIO DE SALUD DE ENTRE RIOS                 ,2021-08-01,2022-07-31,4147069.210000000,12504000454.969999313,0.0332,97.6733999999999,2
179,520,OBRA SOCIAL DEL PERSONAL DE FABRICAS DE PINTURA   ,2021-08-01,2022-07-31,4096639.890000000,12504000454.969999313,0.0328,97.7061999999999,2
180,376,MINISTERIO DE SALUD PUBLICA DE LA PCIA DE MISIONES,2021-08-01,2022-07-31,4091685.560000000,12504000454.969999313,0.0327,97.7388999999999,2
181,235,O. S. DEL PERSONAL DE LA INDUSTRIA DEL CHACINADOS ,2021-08-01,2022-07-31,4083663.540000000,12504000454.969999313,0.0327,97.7715999999999,2
182,698,OBRA SOCIAL PROFESIONALES DEL TURF DE LA REPUBLICA,2021-08-01,2022-07-31,4068400.230000000,12504000454.969999313,0.0325,97.8040999999999,2
183,2046,ETICA MEDICA S.A.                                 ,2021-08-01,2022-07-31,4060086.780000000,12504000454.969999313,0.0325,97.8365999999999,2
184,2062,INCHCAPE SHIPPING SERVICES ARGENTINA              ,2021-08-01,2022-07-31,4026181.110000000,12504000454.969999313,0.0322,97.86879999999991,2
185,287,INST. DE ASIST. SOCIAL PARA EMP. PUBL. DE FORMOSA ,2021-08-01,2022-07-31,4009459.380000000,12504000454.969999313,0.0321,97.90089999999991,2
186,180,OBRA SOCIAL DE CERAMISTAS                         ,2021-08-01,2022-07-31,3972622.920000000,12504000454.969999313,0.0318,97.93269999999991,2
187,372,OBRA SOCIAL DE LA FED. ARG. DE TRAB. DE LUZ Y FUER,2021-08-01,2022-07-31,3856549.650000000,12504000454.969999313,0.0308,97.96349999999991,2
188,441,OBRA SOCIAL DE MAQUINISTAS DE TEATRO Y TELEVISION ,2021-08-01,2022-07-31,3730178.840000000,12504000454.969999313,0.0298,97.9932999999999,2
189,519,O.S. DE AGENTES DE PROPAGANDA MEDICA DE LA REP. AR,2021-08-01,2022-07-31,3645534.420000000,12504000454.969999313,0.0292,98.02249999999991,2
190,397,OBRA SOCIAL DEL PERSONAL MUNICIPAL DE AVELLANEDA  ,2021-08-01,2022-07-31,3641794.560000000,12504000454.969999313,0.0291,98.05159999999991,2
191,506,DIRECCION DE O. S. DEL SERVICIO PENITENCIARIO FED.,2021-08-01,2022-07-31,3518572.100000000,12504000454.969999313,0.0281,98.0796999999999,2
192,523,O.S. DEL PERS. DE LA DIR. DE LA IND. VITIVINICOLA ,2021-08-01,2022-07-31,3474957.980000000,12504000454.969999313,0.0278,98.1074999999999,2
193,1128,O.S. DE UNION DE TRAB. DEL I.N.S.S.J.yP. REP. ARG.,2021-08-01,2022-07-31,3474222.490000000,12504000454.969999313,0.0278,98.1352999999999,2
194,464,INSTITUTO DE SEGURIDAD SOCIAL DE NEUQUEN          ,2021-08-01,2022-07-31,3461357.150000000,12504000454.969999313,0.0277,98.1629999999999,2
195,265,OBRA SOCIAL DEL PERSONAL DEL ESPECTACULO PUBLICO  ,2021-08-01,2022-07-31,3445621.890000000,12504000454.969999313,0.0276,98.1905999999999,2
196,256,OBRA SOCIAL DE EMPLEADOS DE DESPACHANTES DE ADUANA,2021-08-01,2022-07-31,3434111.820000000,12504000454.969999313,0.0275,98.21809999999991,2
197,348,ADMINISTRACION PROV. DEL SEGURO DE SALUD APROSS   ,2021-08-01,2022-07-31,3363793.860000000,12504000454.969999313,0.0269,98.2449999999999,2
198,536,O.S. DEL PERS. DE IND. QUIMICAS Y PETROQUIMICAS   ,2021-08-01,2022-07-31,3234793.470000000,12504000454.969999313,0.0259,98.2708999999999,2
199,324,AVALIAN                                           ,2021-08-01,2022-07-31,3164468.020000000,12504000454.969999313,0.0253,98.2961999999999,2
200,468,OBRA SOCIAL DEL PERSONAL DE OBRAS Y SERVICIOS     ,2021-08-01,2022-07-31,3113765.250000000,12504000454.969999313,0.0249,98.3210999999999,2
201,200,OBRA SOCIAL DE OPERADORES CINEMATOGRAFICOS        ,2021-08-01,2022-07-31,3039773.150000000,12504000454.969999313,0.0243,98.3453999999999,2
202,367,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LECHERA  ,2021-08-01,2022-07-31,3032656.420000000,12504000454.969999313,0.0243,98.3696999999999,2
203,923,ASOC MUTUAL DEL PERS JERARQ DE BANCOS OFIC NAC    ,2021-08-01,2022-07-31,3021906.320000000,12504000454.969999313,0.0242,98.39389999999989,2
204,179,"OBRA SOCIAL DEL PERSONAL DE LA CERAMICA, SANITARIO",2021-08-01,2022-07-31,2999849.470000000,12504000454.969999313,0.024,98.41789999999989,2
205,2029,EXPERTA ART                                       ,2021-08-01,2022-07-31,2996813.440000000,12504000454.969999313,0.024,98.44189999999989,2
206,114,ASOCIACION PLANTADORES DE TABACO MISIONES         ,2021-08-01,2022-07-31,2966737.000000000,12504000454.969999313,0.0237,98.4655999999999,2
207,177,DIRECCION DE AYUDA SOCIAL PARA EL PERSONAL DEL CON,2021-08-01,2022-07-31,2934664.840000000,12504000454.969999313,0.0235,98.4890999999999,2
208,456,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA NAVAL    ,2021-08-01,2022-07-31,2920549.800000000,12504000454.969999313,0.0234,98.51249999999989,2
209,331,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL HIELO,2021-08-01,2022-07-31,2860727.890000000,12504000454.969999313,0.0229,98.5353999999999,2
210,171,OBRA SOCIAL DE EMPLEADOS PUBLICOS DE CATAMARCA    ,2021-08-01,2022-07-31,2800236.580000000,12504000454.969999313,0.0224,98.5577999999999,2
211,359,INSTITUTO DE SEGUROS DE JUJUY                     ,2021-08-01,2022-07-31,2664442.610000000,12504000454.969999313,0.0213,98.5790999999999,2
212,433,PROGRAMAS MEDICOS SOC ARG DE CONSULTORIA MUTUAL   ,2021-08-01,2022-07-31,2637353.660000000,12504000454.969999313,0.0211,98.6001999999999,2
213,607,BRISTOL MEDICINE  SRL                             ,2021-08-01,2022-07-31,2615062.730000000,12504000454.969999313,0.0209,98.6210999999999,2
214,648,PROFE SANTIAGO DEL ESTERO UGP                     ,2021-08-01,2022-07-31,2551294.790000000,12504000454.969999313,0.0204,98.6414999999999,2
215,504,OBRA SOCIAL DE VENDEDORES AMBULANTES DE LA REPUBLI,2021-08-01,2022-07-31,2546234.570000000,12504000454.969999313,0.0204,98.66189999999989,2
216,558,INSTITUTO AUTARQUICO PROV. OS. SOC. DE SANTA FE   ,2021-08-01,2022-07-31,2471043.800000000,12504000454.969999313,0.0198,98.68169999999989,2
217,951,O.S. DE TRAB. VENDEDORES DE DIARIOS Y REV. Y AFINE,2021-08-01,2022-07-31,2414098.290000000,12504000454.969999313,0.0193,98.7009999999999,2
218,363,SERVICIO MEDICO PREVISIONAL DE LA PCIA.DE LA PAMPA,2021-08-01,2022-07-31,2411856.870000000,12504000454.969999313,0.0193,98.7202999999999,2
219,321,OBRA SOCIAL TRABAJADORES DE LA INDUSTRIA DEL GAS  ,2021-08-01,2022-07-31,2399764.920000000,12504000454.969999313,0.0192,98.7394999999999,2
220,2064,CAMARA DEL TABACO DE MISIONES                     ,2021-08-01,2022-07-31,2369828.000000000,12504000454.969999313,0.019,98.7584999999999,2
221,1140,OBRA SOCIAL REFINERIAS DE MAIZ  O S R M           ,2021-08-01,2022-07-31,2369217.720000000,12504000454.969999313,0.0189,98.7773999999999,2
222,129,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUST,2021-08-01,2022-07-31,2368657.660000000,12504000454.969999313,0.0189,98.7962999999999,2
223,478,OBRA SOCIAL MODELOS ARGENTINOS                    ,2021-08-01,2022-07-31,2313484.730000000,12504000454.969999313,0.0185,98.8147999999999,2
224,187,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DE CAUCHO,2021-08-01,2022-07-31,2297497.680000000,12504000454.969999313,0.0184,98.8331999999999,2
225,2017,OBRA SOCIAL DE LA PROVINCIA DE TIERRA DEL FUEGO   ,2021-08-01,2022-07-31,2291083.180000000,12504000454.969999313,0.0183,98.8514999999999,2
226,564,GOBIERNO DE LA PROVINCIA DE SAN LUIS              ,2021-08-01,2022-07-31,2288522.260000000,12504000454.969999313,0.0183,98.8697999999999,2
227,792,FEDERACION PATRONAL SEGUROS SA                    ,2021-08-01,2022-07-31,2242253.210000000,12504000454.969999313,0.0179,98.8876999999999,2
228,238,SEROS CHUBUT                                      ,2021-08-01,2022-07-31,2233348.630000000,12504000454.969999313,0.0179,98.9055999999999,2
229,357,"O.S. PERSONAL DE JARDI, PARQ Y VIV DE LA REP ARG  ",2021-08-01,2022-07-31,2202413.410000000,12504000454.969999313,0.0176,98.9231999999999,2
230,543,OBRA SOCIAL ASOCIACION DEL PERSONAL SUPERIOR DE LA,2021-08-01,2022-07-31,2134229.000000000,12504000454.969999313,0.0171,98.9402999999999,2
231,410,OBRA SOCIAL DE EMPLEADOS PUBLICOS DE MENDOZA      ,2021-08-01,2022-07-31,2133903.070000000,12504000454.969999313,0.0171,98.9573999999999,2
232,1018,CAJA NOTARIAL COMPLEMENTARIA DE SEGURIDAD SOCIAL  ,2021-08-01,2022-07-31,2094329.590000000,12504000454.969999313,0.0167,98.9740999999999,2
233,732,PROVINCIA ART SA                                  ,2021-08-01,2022-07-31,2085714.400000000,12504000454.969999313,0.0167,98.9907999999999,2
234,459,CIRCULO MEDICO DE LOMAS DE ZAMORA                 ,2021-08-01,2022-07-31,2062277.000000000,12504000454.969999313,0.0165,99.00729999999989,2
235,307,O.S. PERS. JERARQ. DE LA IND. GRAF. y AGUA y ENERG,2021-08-01,2022-07-31,2053082.840000000,12504000454.969999313,0.0164,99.02369999999989,2
236,169,OS DEL PERS DIRECTIVO DE LA IND DE LA CONSTRUCCION,2021-08-01,2022-07-31,2043150.060000000,12504000454.969999313,0.0163,99.03999999999989,2
237,299,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA FIDEERA  ,2021-08-01,2022-07-31,2031406.640000000,12504000454.969999313,0.0162,99.05619999999989,2
238,532,INCLUIR SALUD TUCUMAN                             ,2021-08-01,2022-07-31,1961459.580000000,12504000454.969999313,0.0157,99.07189999999989,2
239,223,OBRA SOCIAL CAMARA DE LA INDUSTRIA CURTIDORA ARGEN,2021-08-01,2022-07-31,1951771.620000000,12504000454.969999313,0.0156,99.08749999999989,2
240,1139,ASOC DE SS EMP Y PERS DIR DE EMP DE CCIO SS PROD I,2021-08-01,2022-07-31,1941329.300000000,12504000454.969999313,0.0155,99.1029999999999,2
241,580,OBRA SOCIAL DEL PERSONAL DE INSTALACIONES SANITARI,2021-08-01,2022-07-31,1930259.540000000,12504000454.969999313,0.0154,99.1183999999999,2
242,528,O. S. DEL PERSONAL DE LA INDUSTRIA DEL TABACO     ,2021-08-01,2022-07-31,1923808.100000000,12504000454.969999313,0.0154,99.1337999999999,2
243,244,"INST. DE SEG. SOCIAL, SEG. y PREST. DEL CHACO     ",2021-08-01,2022-07-31,1908044.550000000,12504000454.969999313,0.0153,99.14909999999989,2
244,138,"OBRA SOCIAL DE COLOCADORES DE AZULEJOS, MOSAICOS, ",2021-08-01,2022-07-31,1895361.870000000,12504000454.969999313,0.0152,99.16429999999988,2
245,608,CENTRO MEDICO PUEYRREDON SA                       ,2021-08-01,2022-07-31,1866439.450000000,12504000454.969999313,0.0149,99.17919999999988,2
246,663,PROFE SANTA CRUZ UGP                              ,2021-08-01,2022-07-31,1847174.210000000,12504000454.969999313,0.0148,99.19399999999987,2
247,193,O. S. PERS. DE LA IND. FORESTAL DE SGO. DEL ESTERO,2021-08-01,2022-07-31,1835194.980000000,12504000454.969999313,0.0147,99.20869999999988,2
248,709,DIRECCIONDE ASISTENCIA SOCIAL Y MEDICINA INTEGRAL ,2021-08-01,2022-07-31,1817638.800000000,12504000454.969999313,0.0145,99.22319999999988,2
249,266,OBRA SOCIAL DEL PERSONAL DE ESCRIBANOS            ,2021-08-01,2022-07-31,1791938.740000000,12504000454.969999313,0.0143,99.23749999999988,2
250,1106,ALLIANZ ARG CIA DE SEGUROS DE VIDA S.A.           ,2021-08-01,2022-07-31,1738977.040000000,12504000454.969999313,0.0139,99.25139999999989,2
251,2037,ASSISTENCIAL SALUD S.A.                           ,2021-08-01,2022-07-31,1681937.580000000,12504000454.969999313,0.0135,99.26489999999988,2
252,560,INST. PROVINCIAL DE SALUD DE LA PROVINCIA DE SALTA,2021-08-01,2022-07-31,1676820.940000000,12504000454.969999313,0.0134,99.27829999999989,2
253,515,OBRA SOCIAL DEL PERSONAL DE PRENSA DE LA REP. ARG.,2021-08-01,2022-07-31,1622613.050000000,12504000454.969999313,0.013,99.2912999999999,2
254,616,OBRA SOCIAL DE LOCUTORES                          ,2021-08-01,2022-07-31,1554456.640000000,12504000454.969999313,0.0124,99.30369999999989,2
255,499,OBRA SOCIAL DEL PETROLEO Y GAS PRIVADO            ,2021-08-01,2022-07-31,1538386.000000000,12504000454.969999313,0.0123,99.31599999999989,2
256,2040,OBRA SOCIAL FARMACÉUTICOS Y BIOQUÍMICOS           ,2021-08-01,2022-07-31,1533170.660000000,12504000454.969999313,0.0123,99.32829999999989,2
257,922,PREMEDIC SOCIEDAD DE RESPONSABILIDAD LIMITADA     ,2021-08-01,2022-07-31,1499544.620000000,12504000454.969999313,0.012,99.34029999999989,2
258,156,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA BOTONERA ,2021-08-01,2022-07-31,1498995.580000000,12504000454.969999313,0.012,99.35229999999989,2
259,1070,ASSIST CARD S.A. DE SERVICIOS                     ,2021-08-01,2022-07-31,1496122.120000000,12504000454.969999313,0.012,99.36429999999989,2
260,2049,A W P MEXICO SA de CV MAM070727KM5                ,2021-08-01,2022-07-31,1401503.480000000,12504000454.969999313,0.0112,99.37549999999989,2
261,315,O. S. DEL PERSONAL DEL AZUCAR INGENIO LEDESMA     ,2021-08-01,2022-07-31,1399065.000000000,12504000454.969999313,0.0112,99.38669999999989,2
262,137,O.S. PARA EL PERS. DE LA IND. ACEITERA DESMOTADORA,2021-08-01,2022-07-31,1349553.440000000,12504000454.969999313,0.0108,99.3974999999999,2
263,259,DIRECCION DE ACCION SOCIAL DE LA UNIVERSIDAD TECNO,2021-08-01,2022-07-31,1336936.300000000,12504000454.969999313,0.0107,99.4081999999999,2
264,529,OBRA SOCIAL DE LOS TRABAJADORES DE LAS COMUNICACIO,2021-08-01,2022-07-31,1316816.000000000,12504000454.969999313,0.0105,99.41869999999989,2
265,1022,VANSAL- ADMINISTRAR SALUD S.A. (UAI SALUD)        ,2021-08-01,2022-07-31,1296926.620000000,12504000454.969999313,0.0104,99.42909999999989,2
266,635,"OBRA SOCIAL DE PANADEROS, PASTELEROS Y FACTUREROS ",2021-08-01,2022-07-31,1263612.000000000,12504000454.969999313,0.0101,99.43919999999989,2
267,385,CAJA DE PREVISION SOCIAL PARA ABOGADOS PCIA.BS.AS.,2021-08-01,2022-07-31,1249166.000000000,12504000454.969999313,0.01,99.44919999999989,2
268,102,OBRA SOCIAL DEL PERSONAL TECNICO AERONAUTICO      ,2021-08-01,2022-07-31,1236355.360000000,12504000454.969999313,0.0099,99.45909999999989,2
269,2023,CAJA DE SEG SOCIAL COL. ESCRIBANOS PROV. BS. AS.  ,2021-08-01,2022-07-31,1229544.070000000,12504000454.969999313,0.0098,99.46889999999989,2
270,524,OBRAS SOCIAL DEL PERSONAL DE LA ACTIVIDAD VITIVINI,2021-08-01,2022-07-31,1226200.750000000,12504000454.969999313,0.0098,99.47869999999989,2
271,165,O. S. DE LOS TRAB. DE LA CARNE Y AFINES DE LA REP.,2021-08-01,2022-07-31,1218691.300000000,12504000454.969999313,0.0097,99.48839999999988,2
272,443,SOCIEDAD ARG. DE AUTORES Y COMPOSITORES DE MUSICA ,2021-08-01,2022-07-31,1212295.980000000,12504000454.969999313,0.0097,99.49809999999988,2
273,365,"O.S. PERSONAL DE EMPR LIMP, SERV Y MAESTRANZA     ",2021-08-01,2022-07-31,1202559.000000000,12504000454.969999313,0.0096,99.50769999999989,2
274,204,SERVE SALUD                                       ,2021-08-01,2022-07-31,1176602.340000000,12504000454.969999313,0.0094,99.51709999999989,2
275,347,"OBRA SOCIAL DEL PERSONAL DE IMPRENTA, DIARIOS Y AF",2021-08-01,2022-07-31,1157436.640000000,12504000454.969999313,0.0093,99.52639999999988,2
276,496,APRES  S.A.                                       ,2021-08-01,2022-07-31,1154292.190000000,12504000454.969999313,0.0092,99.53559999999989,2
277,462,OBRA SOCIAL DE JEFES Y OFICIALES MAQUINISTAS NAVAL,2021-08-01,2022-07-31,1101851.590000000,12504000454.969999313,0.0088,99.54439999999988,2
278,1182,PREVENCION SALUD SOCIEDAD ANONIMA                 ,2021-08-01,2022-07-31,1092185.000000000,12504000454.969999313,0.0087,99.55309999999989,2
279,466,OBRA SOCIAL DEL PERSONAL DE LA IND. DEL NEUMATICO ,2021-08-01,2022-07-31,1082270.840000000,12504000454.969999313,0.0087,99.56179999999989,2
280,1133,RED DE SEGURO MEDICO S.R.L                        ,2021-08-01,2022-07-31,1078569.000000000,12504000454.969999313,0.0086,99.57039999999989,2
281,109,OBRA SOCIAL DE LOS LEGISLADORES DE LA REPUBLICA AR,2021-08-01,2022-07-31,1060361.000000000,12504000454.969999313,0.0085,99.57889999999989,2
282,610,PROFE SANTA FE UGP                                ,2021-08-01,2022-07-31,1021691.320000000,12504000454.969999313,0.0082,99.5870999999999,2
283,128,OBRA SOCIAL DEL PERSONAL SUPERIOR Y PROFESIONAL DE,2021-08-01,2022-07-31,1005901.120000000,12504000454.969999313,0.008,99.59509999999989,2
284,544,OBRA SOCIAL DE TALLERISTAS A DOMICILIO            ,2021-08-01,2022-07-31,996457.880000000,12504000454.969999313,0.008,99.60309999999988,2
285,356,OBRA SOCIAL DEL PERSONAL DE JABONEROS             ,2021-08-01,2022-07-31,990628.460000000,12504000454.969999313,0.0079,99.61099999999989,2
286,725,LA SEGUNDA ART SA                                 ,2021-08-01,2022-07-31,985797.530000000,12504000454.969999313,0.0079,99.6188999999999,2
287,289,FEDERACION MEDICA GREMIAL DE LA CAPITAL FEDERAL   ,2021-08-01,2022-07-31,984078.610000000,12504000454.969999313,0.0079,99.6267999999999,2
288,160,GOB. DE LA PROV. DE CORRIENTES - MTERIO. DE SALUD ,2021-08-01,2022-07-31,956031.160000000,12504000454.969999313,0.0076,99.6343999999999,2
289,955,SMG ART S.A.                                      ,2021-08-01,2022-07-31,918039.000000000,12504000454.969999313,0.0073,99.6416999999999,2
290,1123,AXA ASSISTANCE ARGENTINA SA                       ,2021-08-01,2022-07-31,911926.450000000,12504000454.969999313,0.0073,99.6489999999999,2
291,1130,EUROP ASSISTANCE ARGENTINA SA                     ,2021-08-01,2022-07-31,909467.080000000,12504000454.969999313,0.0073,99.6562999999999,2
292,298,O.S. PERS. DE DIR. EMP. QUE ACTUAN FRUTOS DEL PAIS,2021-08-01,2022-07-31,903266.010000000,12504000454.969999313,0.0072,99.6634999999999,2
293,600,VITAS S.A. PRESTACIONES MEDICAS PRIVADAS          ,2021-08-01,2022-07-31,895909.070000000,12504000454.969999313,0.0072,99.6706999999999,2
294,695,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA GRAFICA D,2021-08-01,2022-07-31,880985.100000000,12504000454.969999313,0.007,99.6776999999999,2
295,510,OBRA SOCIAL DE PORTUARIOS ARGENTINOS              ,2021-08-01,2022-07-31,880451.450000000,12504000454.969999313,0.007,99.6846999999999,2
296,1112,MINISTERIO DE SALUD JUJUY                         ,2021-08-01,2022-07-31,879125.200000000,12504000454.969999313,0.007,99.69169999999991,2
297,2034,OBRA SOCIAL DEL PERSONAL DE LA SEGURIDAD PUBLICA  ,2021-08-01,2022-07-31,867015.000000000,12504000454.969999313,0.0069,99.69859999999991,2
298,399,O. S.  PARA EL PERS MUNICIPAL DE TRES DE FEBRERO  ,2021-08-01,2022-07-31,862059.690000000,12504000454.969999313,0.0069,99.70549999999992,2
299,503,OBRA SOCIAL YPF                                   ,2021-08-01,2022-07-31,841874.000000000,12504000454.969999313,0.0067,99.71219999999991,2
300,1163,ASOCIACION MUTUAL MEDICA DEL OESTE                ,2021-08-01,2022-07-31,841031.200000000,12504000454.969999313,0.0067,99.7188999999999,2
301,1093,GALENO ART S.A.                                   ,2021-08-01,2022-07-31,839320.000000000,12504000454.969999313,0.0067,99.7255999999999,2
302,144,CUCAIBA                                           ,2021-08-01,2022-07-31,815212.000000000,12504000454.969999313,0.0065,99.7320999999999,2
303,559,DIRECC. DE OBRA SOCIAL DEL EST. PROV. DE SAN LUIS ,2021-08-01,2022-07-31,810180.850000000,12504000454.969999313,0.0065,99.7385999999999,2
304,417,OBRA SOCIAL DE MUSICOS                            ,2021-08-01,2022-07-31,722493.000000000,12504000454.969999313,0.0058,99.7443999999999,2
305,352,OBRA SOCIAL DE TECNICOS DE FUTBOL                 ,2021-08-01,2022-07-31,715412.090000000,12504000454.969999313,0.0057,99.7500999999999,2
306,285,PROFE FORMOSA  UGP                                ,2021-08-01,2022-07-31,691539.320000000,12504000454.969999313,0.0055,99.7555999999999,2
307,1043,OBRA SOCIAL DE PETROLEROS PRIVADOS                ,2021-08-01,2022-07-31,690909.720000000,12504000454.969999313,0.0055,99.7610999999999,2
308,672,PROFE SAN JUAN UGP                                ,2021-08-01,2022-07-31,661310.500000000,12504000454.969999313,0.0053,99.7663999999999,2
309,677,PROFE LA RIOJA UGP                                ,2021-08-01,2022-07-31,642900.870000000,12504000454.969999313,0.0051,99.7714999999999,2
310,381,OBRA SOCIAL DE LA  ACTIVIDAD MINERA               ,2021-08-01,2022-07-31,621339.970000000,12504000454.969999313,0.005,99.7764999999999,2
311,690,OBRA SOCIAL PARA LOS TRABAJADORES DE LA EDUCACION ,2021-08-01,2022-07-31,604350.160000000,12504000454.969999313,0.0048,99.7812999999999,2
312,241,ASOCIACION DE OBRAS SOCIALES DE COMODORO RIVADAVIA,2021-08-01,2022-07-31,593149.920000000,12504000454.969999313,0.0047,99.7859999999999,2
313,2053,OBRA SOCIAL DE LA PREVENCION Y LA SALUD (WITCEL)  ,2021-08-01,2022-07-31,588243.230000000,12504000454.969999313,0.0047,99.7906999999999,2
314,526,OBRA SOCIAL DE EMPLEADOS DEL TABACO DE LA REP. ARG,2021-08-01,2022-07-31,584884.000000000,12504000454.969999313,0.0047,99.7953999999999,2
315,514,O. S. PARA PILOTOS DE LINEAS AEREAS COMERC Y REG  ,2021-08-01,2022-07-31,577602.000000000,12504000454.969999313,0.0046,99.7999999999999,2
316,161,MEDICALS                                          ,2021-08-01,2022-07-31,558325.000000000,12504000454.969999313,0.0045,99.80449999999989,2
317,423,OSMECON  ASOCIACION MEDICA DE ALTE. BROWN         ,2021-08-01,2022-07-31,540843.500000000,12504000454.969999313,0.0043,99.80879999999989,2
318,1016,FUNDACION CO.ME.I                                 ,2021-08-01,2022-07-31,535403.000000000,12504000454.969999313,0.0043,99.81309999999989,2
319,419,MUTUAL FEDERADA 25 DE JUNIO S.P.R.                ,2021-08-01,2022-07-31,533658.000000000,12504000454.969999313,0.0043,99.81739999999989,2
320,135,"O S ALFAJ, REPOST, PIZZEROS Y HELAD MAR DEL PLATA ",2021-08-01,2022-07-31,520053.320000000,12504000454.969999313,0.0042,99.82159999999989,2
321,1014,CORPORACION ASISTENCIAL S.A.                      ,2021-08-01,2022-07-31,489825.000000000,12504000454.969999313,0.0039,99.82549999999989,2
322,190,OBRA SOCIAL DEL PERSONAL DE CEMENTERIOS           ,2021-08-01,2022-07-31,484683.670000000,12504000454.969999313,0.0039,99.8293999999999,2
323,2063,BEST DOCTORS INSURANCE SERVICES                   ,2021-08-01,2022-07-31,483816.270000000,12504000454.969999313,0.0039,99.8332999999999,2
324,715,ASOCIART SA ART                                   ,2021-08-01,2022-07-31,476691.310000000,12504000454.969999313,0.0038,99.8370999999999,2
325,693,OBRA SOCIAL DE LA INDUSTRIA DEL TRANSPORTE AUTOMOT,2021-08-01,2022-07-31,474853.870000000,12504000454.969999313,0.0038,99.84089999999989,2
326,819,LA NUEVA COOPERATIVA DE SEGUROS LIMITADA          ,2021-08-01,2022-07-31,466693.420000000,12504000454.969999313,0.0037,99.84459999999989,2
327,2021,AGRUPACION SANATORIAL SUR S.A.                    ,2021-08-01,2022-07-31,455328.550000000,12504000454.969999313,0.0036,99.84819999999989,2
328,188,OBRA SOCIAL COOPERATIVA LIMITADA DE ASISTENCIA MED,2021-08-01,2022-07-31,437539.000000000,12504000454.969999313,0.0035,99.8516999999999,2
329,952,FEDERACION DE CLINICAS Y SANATORIOS DE MISIONES   ,2021-08-01,2022-07-31,437438.340000000,12504000454.969999313,0.0035,99.8551999999999,2
330,598,PRIVAMED S.A.                                     ,2021-08-01,2022-07-31,436646.000000000,12504000454.969999313,0.0035,99.8586999999999,2
331,924,ACTIVA SALUD S.R.L.                               ,2021-08-01,2022-07-31,424555.000000000,12504000454.969999313,0.0034,99.8620999999999,2
332,2068,EMBRACE SRL                                       ,2021-08-01,2022-07-31,399210.290000000,12504000454.969999313,0.0032,99.8652999999999,2
333,470,CIRCULO MEDICO QUILMES                            ,2021-08-01,2022-07-31,393843.350000000,12504000454.969999313,0.0031,99.86839999999991,2
334,1144,GRUPO D.D.M.  SA (PREMEDIC)                       ,2021-08-01,2022-07-31,378162.000000000,12504000454.969999313,0.003,99.87139999999991,2
335,120,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA AZUCARERA,2021-08-01,2022-07-31,372682.020000000,12504000454.969999313,0.003,99.87439999999991,2
336,562,DIRECCION DE OBRA SOCIAL DE LA PROV. DE SAN JUAN  ,2021-08-01,2022-07-31,369202.320000000,12504000454.969999313,0.003,99.87739999999991,2
337,2048,CONFERENCIA EPISCOPAL ARGENTINA                   ,2021-08-01,2022-07-31,366741.000000000,12504000454.969999313,0.0029,99.8802999999999,2
